label,text,clean_text,length
ham,The bus leaves at  &lt;#&gt; ,the bus leaves at  ltgt ,29
ham,Later i guess. I needa do mcat study too.,later i guess i needa do mcat study too,41
ham,Oh yah... We never cancel leh... Haha ,oh yah we never cancel leh haha ,38
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",i jus hope its true that  missin me cos im really missin him you havent done anything to feel guilty about yet,115
ham,Gud mrng dear hav a nice day,gud mrng dear hav a nice day,28
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",i hope your alright babe i worry that you might have felt a bit desparate when you learned the job was a fake  i am here waiting when you come back my love,158
ham,What time should I tell my friend to be around?,what time should i tell my friend to be around,47
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget you can place as many free requests with 1stchoicecouk as you wish for more information call 08707808226,120
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent150p16,152
ham,S....s...india going to draw the series after many years in south african soil..,ssindia going to draw the series after many years in south african soil,80
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750,111
ham,How are you holding up?,how are you holding up,23
ham,"Sorry, I'll call you  later. I am in meeting sir.",sorry ill call you  later i am in meeting sir,49
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni8 dearslp welltake careswt dreamsmuah,53
ham,I'm in class. Did you get my text.,im in class did you get my text,34
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,115
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",my friend shes studying at warwick weve planned to go shopping and to concert tmw but it may be canceled havnt seen  for ages yeah we should get together sometime,171
ham,Hope you are having a great day.,hope you are having a great day,32
ham,Uncle Abbey! Happy New Year. Abiola,uncle abbey happy new year abiola,35
ham,Check with nuerologist.,check with nuerologist,23
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though ,120
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,ooooooh i forgot to tell u i can get on yoville on my phone,59
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it goodmorning,158
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat,135
ham,I have to take exam with in march 3,i have to take exam with in march 3,35
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",an amazing quote  sometimes in life its difficult to decide whats wrong a lie that brings a smile or the truth that brings a tear,141
ham,"Wat time liao, where still got.",wat time liao where still got,31
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",you know wot people wear t shirts jumpers hat belt is all we know we r at cribbs,87
ham,"Gosh that , what a pain. Spose I better come then.",gosh that  what a pain spose i better come then,50
ham,"Haha figures, well I found the piece and priscilla's bowl",haha figures well i found the piece and priscillas bowl,57
ham,Hello- thanx for taking that call. I got a job! Starts on monday!,hello thanx for taking that call i got a job starts on monday,65
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get 3 u r cute 6 u r luvd 9 u r so lucky none people hate u,147
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan for any purpose 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,162
ham,Okay... We wait ah,okay we wait ah,18
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,of cos can lar im not so ba dao ok 1 pm lor y u never ask where we go ah i said u would ask on fri but he said u will ask today,140
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,your credits have been topped up for httpwwwbubbletextcom your renewal pin is tgxxrz,89
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw the reason im only around when its time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,202
ham,Customer place i will call you,customer place i will call you,30
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,great p diddy is my neighbor and comes for toothpaste every morning,68
ham,So the sun is anti sleep medicine.,so the sun is anti sleep medicine,34
ham,"Sure, I'll see if I can come by in a bit",sure ill see if i can come by in a bit,40
ham,Well i know Z will take care of me. So no worries.,well i know z will take care of me so no worries,50
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",accordingly i repeat just text the word ok on your mobile phone and send,74
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra ill tell you when they know for sure,138
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,you have won as a valued vodafone customer our computer has picked you to win a 150 prize to collect is easy just call 09061743386,134
ham,Nope... Think i will go for it on monday... Sorry i replied so late,nope think i will go for it on monday sorry i replied so late,67
ham,Hello! Good week? Fancy a drink or something later?,hello good week fancy a drink or something later,51
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent,109
ham,"Aight, tomorrow around  &lt;#&gt;  it is",aight tomorrow around  ltgt  it is,40
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,you available now im like right around hillsborough amp  ltgt th,73
ham,Pls send me your address sir.,pls send me your address sir,29
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,160
ham,Super da:)good replacement for murali,super dagood replacement for murali,37
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,so your telling me i coulda been your real valentine and i wasnt u never pick me for nothing,96
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukexpressoffer tscs apply to stop texts txt stop to 80062,152
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm ,146
ham,Thats cool. i liked your photos. You are very sexy!,thats cool i liked your photos you are very sexy,51
ham,"Looks like you found something to do other than smoke, great job!",looks like you found something to do other than smoke great job,65
ham,* You gonna ring this weekend or wot?, you gonna ring this weekend or wot,37
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,howz painit will come down todaydo as i said ystrdayice and medicine,72
